id,content,createdAt,createdAtISO,likes,childCommentCount,parentCommentId,hasTranslation,hasLikedComment,isCovered,restrictedStatus,typename,giphyMediaInfo,author,postUrl,postShortcode,post_url,post_id,comment_id,reply_to,created_at,retweets,replies,quotes,views,author_id,author_username,author_name,author_followers,author_verified,text_clean,text_normalized,tokens,tokens_stopword,text_final,Label,Confidence
1.807433459035868e+16,Kerjaan guru jauh lebih mulia dibandingkan pekerja mbg makan beracun gratis,1769008332.0,2026-01-21T15:12:12.000Z,106,12.0,,True,False,False,,XDTCommentDict,,"{'id': '2709218026', 'username': 'gandi_bennington', 'fullName': None, 'profilePicUrl': 'https://scontent-cph2-1.cdninstagram.com/v/t51.2885-19/58779167_297449647846662_887864903673577472_n.jpg?stp=dst-jpg_e0_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4zMjAuYzIifQ&_nc_ht=scontent-cph2-1.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2gEoLjo5iMh42YVwFNUvmisLFrGaeQj4pfyU7mReAAep2SNV_l_T7bsRg4h5h16pew8&_nc_ohc=P3vQNTDUE6sQ7kNvwGDUe_1&_nc_gid=Co7vk5wi4xFEygT9L76jKA&edm=AKp6CbIBAAAA&ccb=7-5&oh=00_AQBqAH2JDhaXQ0JT7bAZvBOnMjy8oMXEHbfPD3SzKefBIA&oe=6A6D82D8&_nc_sid=d62176', 'isVerified': False, 'isPrivate': False, 'isUnpublished': None, 'fbidV2': '17841402700788652'}",https://www.instagram.com/reel/DTupwx7j54w/?igsh=MXI1ZXVuNXp4ZHJxdA==,DTupwx7j54w,,,,,,,,,,,,,,,kerjaan guru jauh lebih mulia dibandingkan pekerja mbg makan beracun gratis,kerjaan guru jauh lebih mulia dibandingkan pekerja mbg makan beracun gratis,"['kerjaan', 'guru', 'jauh', 'lebih', 'mulia', 'dibandingkan', 'pekerja', 'mbg', 'makan', 'beracun', 'gratis']","['kerjaan', 'guru', 'mulia', 'dibandingkan', 'pekerja', 'mbg', 'makan', 'beracun', 'gratis']",kerjaan guru mulia dibandingkan pekerja mbg makan beracun gratis,Positif,0.7087855935096741
1.808679705232007e+16,Yg salah bukan pegawainya sih Yg salah ya PEMERINTAH INDONESIA nya Jadi jan saling judge,1769051047.0,2026-01-22T03:04:07.000Z,9,0.0,,True,False,False,,XDTCommentDict,,"{'id': '59531066148', 'username': 'faqihburhan99', 'fullName': None, 'profilePicUrl': 'https://scontent-cph2-1.cdninstagram.com/v/t51.82787-19/752268970_18000122012986149_2665050430838113037_n.jpg?stp=dst-jpg_e0_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-cph2-1.cdninstagram.com&_nc_cat=109&_nc_oc=Q6cZ2gEoLjo5iMh42YVwFNUvmisLFrGaeQj4pfyU7mReAAep2SNV_l_T7bsRg4h5h16pew8&_nc_ohc=vq4_0nO2_zMQ7kNvwECbGw1&_nc_gid=Co7vk5wi4xFEygT9L76jKA&edm=AKp6CbIBAAAA&ccb=7-5&oh=00_AQDpIUgsRcI3GhAojAhtBevxhwPmUXp0oRHhu26-7mw9cg&oe=6A6D95AC&_nc_sid=d62176', 'isVerified': False, 'isPrivate': False, 'isUnpublished': None, 'fbidV2': '17841459584441383'}",https://www.instagram.com/reel/DTupwx7j54w/?igsh=MXI1ZXVuNXp4ZHJxdA==,DTupwx7j54w,,,,,,,,,,,,,,,yg salah bukan pegawainya sih yg salah ya pemerintah indonesia nya jadi jan saling judge,yang salah bukan pegawainya sih yang salah ya pemerintah indonesia nya jadi jan saling judge,"['yang', 'salah', 'bukan', 'pegawainya', 'sih', 'yang', 'salah', 'ya', 'pemerintah', 'indonesia', 'nya', 'jadi', 'jan', 'saling', 'judge']","['salah', 'bukan', 'pegawainya', 'sih', 'salah', 'ya', 'pemerintah', 'indonesia', 'nya', 'jan', 'judge']",salah bukan pegawainya sih salah ya pemerintah indonesia nya jan judge,Negatif,0.9970064759254456
1.7904809952180852e+16,Pada happy happy ya,1769047812.0,2026-01-22T02:10:12.000Z,3,8.0,,False,False,False,,XDTCommentDict,,"{'id': '1426506946', 'username': 'k4.widhi', 'fullName': None, 'profilePicUrl': 'https://scontent-cph2-1.cdninstagram.com/v/t51.2885-19/264375804_420198176317637_7814040501476406478_n.jpg?stp=dst-jpg_e0_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby45NTYuYzIifQ&_nc_ht=scontent-cph2-1.cdninstagram.com&_nc_cat=105&_nc_oc=Q6cZ2gEoLjo5iMh42YVwFNUvmisLFrGaeQj4pfyU7mReAAep2SNV_l_T7bsRg4h5h16pew8&_nc_ohc=aTod4DWmtQUQ7kNvwE7i2Ay&_nc_gid=Co7vk5wi4xFEygT9L76jKA&edm=AKp6CbIBAAAA&ccb=7-5&oh=00_AQBOuDopIx6EcCg5hoa2B5uUvdfvuAAfCS0spfxjHQuhOA&oe=6A6D9494&_nc_sid=d62176', 'isVerified': False, 'isPrivate': False, 'isUnpublished': None, 'fbidV2': '17841400328402289'}",https://www.instagram.com/reel/DTupwx7j54w/?igsh=MXI1ZXVuNXp4ZHJxdA==,DTupwx7j54w,,,,,,,,,,,,,,,pada happy happy ya,pada happy happy ya,"['pada', 'happy', 'happy', 'ya']","['happy', 'happy', 'ya']",happy happy ya,Positif,0.9703595638275146
1.810843858067304e+16,Gue senang melihat orang bisa mendapatkan pekerjaan tapi yang taiknya pemerintah ini gak bisa mensejahterakan guru honorer nyatanya bisa saja kalau memakai dari dana pendidikan buktinya MBG bisa jalan karena mengambil jatah dari dana pendidikan Semoga kena karma pemerintahnya,1769106355.0,2026-01-22T18:25:55.000Z,1,0.0,,True,False,True,,XDTCommentDict,,"{'id': '46517377829', 'username': 'meallynn', 'fullName': None, 'profilePicUrl': 'https://scontent-cph2-1.cdninstagram.com/v/t51.2885-19/465091685_515193624668508_7257418918069481918_n.jpg?stp=dst-jpg_e0_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-cph2-1.cdninstagram.com&_nc_cat=100&_nc_oc=Q6cZ2gEoLjo5iMh42YVwFNUvmisLFrGaeQj4pfyU7mReAAep2SNV_l_T7bsRg4h5h16pew8&_nc_ohc=WgpXo9uG_MMQ7kNvwHhvYqX&_nc_gid=Co7vk5wi4xFEygT9L76jKA&edm=AKp6CbIBAAAA&ccb=7-5&oh=00_AQCwIohlkWW1Q-SU8CQQ_BwF9tUet1OroNUvNGWGvp5eHw&oe=6A6D7BC6&_nc_sid=d62176', 'isVerified': False, 'isPrivate': False, 'isUnpublished': None, 'fbidV2': '17841446374894672'}",https://www.instagram.com/reel/DTupwx7j54w/?igsh=MXI1ZXVuNXp4ZHJxdA==,DTupwx7j54w,,,,,,,,,,,,,,,gue senang melihat orang bisa mendapatkan pekerjaan tapi yang taiknya pemerintah ini gak bisa mensejahterakan guru honorer nyatanya bisa saja kalau memakai dari dana pendidikan buktinya mbg bisa jalan karena mengambil jatah dari dana pendidikan semoga kena karma pemerintahnya,gue senang melihat orang bisa mendapatkan pekerjaan tapi yang taiknya pemerintah ini tidak bisa mensejahterakan guru honorer nyatanya bisa saja kalau memakai dari dana pendidikan buktinya mbg bisa jalan karena mengambil jatah dari dana pendidikan semoga kena karma pemerintahnya,"['gue', 'senang', 'melihat', 'orang', 'bisa', 'mendapatkan', 'pekerjaan', 'tapi', 'yang', 'taiknya', 'pemerintah', 'ini', 'tidak', 'bisa', 'mensejahterakan', 'guru', 'honorer', 'nyatanya', 'bisa', 'saja', 'kalau', 'memakai', 'dari', 'dana', 'pendidikan', 'buktinya', 'mbg', 'bisa', 'jalan', 'karena', 'mengambil', 'jatah', 'dari', 'dana', 'pendidikan', 'semoga', 'kena', 'karma', 'pemerintahnya']","['gue', 'senang', 'orang', 'pekerjaan', 'taiknya', 'pemerintah', 'tidak', 'mensejahterakan', 'guru', 'honorer', 'memakai', 'dana', 'pendidikan', 'buktinya', 'mbg', 'jalan', 'mengambil', 'jatah', 'dana', 'pendidikan', 'semoga', 'kena', 'karma', 'pemerintahnya']",gue senang orang pekerjaan taiknya pemerintah tidak mensejahterakan guru honorer memakai dana pendidikan buktinya mbg jalan mengambil jatah dana pendidikan semoga kena karma pemerintahnya,Negatif,0.9838818311691284
1.8120395257562268e+16,Semangat,1769052650.0,2026-01-22T03:30:50.000Z,2,0.0,,False,False,False,,XDTCommentDict,,"{'id': '69688236189', 'username': 'ritaqurniawati', 'fullName': None, 'profilePicUrl': 'https://scontent-cph2-1.cdninstagram.com/v/t51.82787-19/528037577_17888665326324190_4089805526113925364_n.jpg?stp=dst-jpg_e0_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-cph2-1.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2gEoLjo5iMh42YVwFNUvmisLFrGaeQj4pfyU7mReAAep2SNV_l_T7bsRg4h5h16pew8&_nc_ohc=I_aP_V832SwQ7kNvwGWSmhv&_nc_gid=Co7vk5wi4xFEygT9L76jKA&edm=AKp6CbIBAAAA&ccb=7-5&oh=00_AQBYo_LVbmz1pQGDQa0bK4Ai0QzyOi8d4Tw0iRQwNUlqkw&oe=6A6D94FC&_nc_sid=d62176', 'isVerified': False, 'isPrivate': False, 'isUnpublished': None, 'fbidV2': '17841469725681029'}",https://www.instagram.com/reel/DTupwx7j54w/?igsh=MXI1ZXVuNXp4ZHJxdA==,DTupwx7j54w,,,,,,,,,,,,,,,semangat,semangat,['semangat'],['semangat'],semangat,Positif,0.9906387329101562
1.808857287501445e+16,Nyewa Buzzer yaah,1769063489.0,2026-01-22T06:31:29.000Z,0,1.0,,False,False,False,,XDTCommentDict,,"{'id': '3131187667', 'username': 'ilhamfauzi_06', 'fullName': None, 'profilePicUrl': 'https://scontent-cph2-1.cdninstagram.com/v/t51.82787-19/573839830_18424854091107668_5677691195827098808_n.jpg?stp=dst-jpg_e0_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-cph2-1.cdninstagram.com&_nc_cat=108&_nc_oc=Q6cZ2gEoLjo5iMh42YVwFNUvmisLFrGaeQj4pfyU7mReAAep2SNV_l_T7bsRg4h5h16pew8&_nc_ohc=DLfnIzuETVcQ7kNvwFFZEiS&_nc_gid=Co7vk5wi4xFEygT9L76jKA&edm=AKp6CbIBAAAA&ccb=7-5&oh=00_AQD2TbmQ6mZUUoJHBBiDUlId0VDkpXymuW7KEKacmyIuAg&oe=6A6D9186&_nc_sid=d62176', 'isVerified': False, 'isPrivate': False, 'isUnpublished': None, 'fbidV2': '17841403230011398'}",https://www.instagram.com/reel/DTupwx7j54w/?igsh=MXI1ZXVuNXp4ZHJxdA==,DTupwx7j54w,,,,,,,,,,,,,,,nyewa buzzer yaah,nyewa buzzer yaah,"['nyewa', 'buzzer', 'yaah']","['nyewa', 'buzzer', 'yaah']",nyewa buzzer yaah,Positif,0.9285714626312256
1.8127313089525684e+16,BAHAGIANYA LIAT KARY MBG SEHAT SELALU KAWAN BERKAH BEKERJA,1769040068.0,2026-01-22T00:01:08.000Z,10,0.0,,True,False,False,,XDTCommentDict,,"{'id': '10734935091', 'username': 'yordansyahd', 'fullName': None, 'profilePicUrl': 'https://scontent-cph2-1.cdninstagram.com/v/t51.2885-19/210378977_244620503754739_2905763970040402977_n.jpg?stp=dst-jpg_e0_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4zNjAuYzIifQ&_nc_ht=scontent-cph2-1.cdninstagram.com&_nc_cat=107&_nc_oc=Q6cZ2gEoLjo5iMh42YVwFNUvmisLFrGaeQj4pfyU7mReAAep2SNV_l_T7bsRg4h5h16pew8&_nc_ohc=IH-MK55vnXIQ7kNvwH5vPwk&_nc_gid=Co7vk5wi4xFEygT9L76jKA&edm=AKp6CbIBAAAA&ccb=7-5&oh=00_AQA9-aWgDmWFHlUpIY3Y3Pun1roy3koQbIhETN5UJDOVTg&oe=6A6D8545&_nc_sid=d62176', 'isVerified': False, 'isPrivate': False, 'isUnpublished': None, 'fbidV2': '17841410772751866'}",https://www.instagram.com/reel/DTupwx7j54w/?igsh=MXI1ZXVuNXp4ZHJxdA==,DTupwx7j54w,,,,,,,,,,,,,,,bahagianya liat kary mbg sehat selalu kawan berkah bekerja,bahagianya liat kary mbg sehat selalu kawan berkah bekerja,"['bahagianya', 'liat', 'kary', 'mbg', 'sehat', 'selalu', 'kawan', 'berkah', 'bekerja']","['bahagianya', 'liat', 'kary', 'mbg', 'sehat', 'kawan', 'berkah']",bahagianya liat kary mbg sehat kawan berkah,Positif,0.9919486045837402
1.809880801671863e+16,min info loker,1769052163.0,2026-01-22T03:22:43.000Z,2,2.0,,False,False,False,,XDTCommentDict,,"{'id': '75398966728', 'username': 'syahh_eg09', 'fullName': None, 'profilePicUrl': 'https://scontent-cph2-1.cdninstagram.com/v/t51.82787-19/523022050_17848396197518729_7986611764908205904_n.jpg?stp=dst-jpg_e0_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-cph2-1.cdninstagram.com&_nc_cat=105&_nc_oc=Q6cZ2gEoLjo5iMh42YVwFNUvmisLFrGaeQj4pfyU7mReAAep2SNV_l_T7bsRg4h5h16pew8&_nc_ohc=qX2qaz3fuQ8Q7kNvwH1KsOO&_nc_gid=Co7vk5wi4xFEygT9L76jKA&edm=AKp6CbIBAAAA&ccb=7-5&oh=00_AQC9uvxhRlUhcIoynLnxdTNR39UMAwXs8BTbFvnEIfxjzg&oe=6A6D7448&_nc_sid=d62176', 'isVerified': False, 'isPrivate': False, 'isUnpublished': None, 'fbidV2': '17841475561844870'}",https://www.instagram.com/reel/DTupwx7j54w/?igsh=MXI1ZXVuNXp4ZHJxdA==,DTupwx7j54w,,,,,,,,,,,,,,,min info loker,min info loker,"['min', 'info', 'loker']","['min', 'info', 'loker']",min info loker,Netral,0.9974254965782166
1.8077086940594924e+16,Bang elap nya ga pernah di cucui ya omprengnya suka bau,1769054498.0,2026-01-22T04:01:38.000Z,2,0.0,,False,False,False,,XDTCommentDict,,"{'id': '23285264349', 'username': '06wisnuaji', 'fullName': None, 'profilePicUrl': 'https://scontent-cph2-1.cdninstagram.com/v/t51.82787-19/714966074_18117497524776350_21384420969367641_n.jpg?stp=dst-jpg_e0_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-cph2-1.cdninstagram.com&_nc_cat=102&_nc_oc=Q6cZ2gEoLjo5iMh42YVwFNUvmisLFrGaeQj4pfyU7mReAAep2SNV_l_T7bsRg4h5h16pew8&_nc_ohc=_z0ebC7SofQQ7kNvwFtHbRs&_nc_gid=Co7vk5wi4xFEygT9L76jKA&edm=AKp6CbIBAAAA&ccb=7-5&oh=00_AQDeKhQhB1Y00pXJQZIjY6-_Jz3-wgUNI4a68STqn4yEXA&oe=6A6D8E3F&_nc_sid=d62176', 'isVerified': False, 'isPrivate': False, 'isUnpublished': None, 'fbidV2': '17841423290470658'}",https://www.instagram.com/reel/DTupwx7j54w/?igsh=MXI1ZXVuNXp4ZHJxdA==,DTupwx7j54w,,,,,,,,,,,,,,,bang elap nya ga pernah di cucui ya omprengnya suka bau,bang elap nya tidak pernah di cucui ya omprengnya suka bau,"['bang', 'elap', 'nya', 'tidak', 'pernah', 'di', 'cucui', 'ya', 'omprengnya', 'suka', 'bau']","['bang', 'elap', 'nya', 'tidak', 'cucui', 'ya', 'omprengnya', 'suka', 'bau']",bang elap nya tidak cucui ya omprengnya suka bau,Negatif,0.9844420552253723
1.809165059305828e+16,Semngat,1769045321.0,2026-01-22T01:28:41.000Z,2,0.0,,False,False,False,,XDTCommentDict,,"{'id': '59660447129', 'username': 'ephie5752', 'fullName': None, 'profilePicUrl': 'https://scontent-cph2-1.cdninstagram.com/v/t51.2885-19/447511346_1422764265099760_1177219515948259388_n.jpg?stp=dst-jpg_e0_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby45NjIuYzIifQ&_nc_ht=scontent-cph2-1.cdninstagram.com&_nc_cat=104&_nc_oc=Q6cZ2gEoLjo5iMh42YVwFNUvmisLFrGaeQj4pfyU7mReAAep2SNV_l_T7bsRg4h5h16pew8&_nc_ohc=EJM0c3_qYgUQ7kNvwGG-EPD&_nc_gid=Co7vk5wi4xFEygT9L76jKA&edm=AKp6CbIBAAAA&ccb=7-5&oh=00_AQD30Y6Msy6IRS4UyTZr1j21mHaiIV5XGkonGRjCpnHqpQ&oe=6A6D9B2C&_nc_sid=d62176', 'isVerified': False, 'isPrivate': False, 'isUnpublished': None, 'fbidV2': '17841459733887555'}",https://www.instagram.com/reel/DTupwx7j54w/?igsh=MXI1ZXVuNXp4ZHJxdA==,DTupwx7j54w,,,,,,,,,,,,,,,semngat,semngat,['semngat'],['semngat'],semngat,Positif,0.9917341470718384
